date,author,topic,content,stem,label
09.07.2019 20:19,nazgul1234,8 temmuz 2019 ali babacan'ın akp'den istifa etmesi,yeni parti hakkında bilgilenebileceğiniz program için tıklayabilirsiniz. yeni parti akp için karabasan gibi gelebilir.,ye parti hakk ilgilenebilecek progra iç tıklayabilir ye parti akp iç karabasa gip gelebilir,2
18.05.2020 02:09,cakowx,140journos'un sakın kader deme videosu,bu kanalın yaptığı her videoya neden başlık açılıyor?,bu kanal yaptık her video ne başlık açılıyor,1
18.05.2020 02:11,bradolf pittler,140journos'un sakın kader deme videosu,"az önce yayınlanmış yeni 140journos videosu. 31 dakikalık uzun bir video olmuş, izleyelim bakalım. edit: geriye ala ala bir saatte bitirebildim. güzel bir çalışma olmuş.",az ö yayınla ye 140journos videos dakikalık uz bir videos ol izleyel bakal eşit geri al al bir saatte bitirebil güzel bir çalışma ol,2
18.05.2020 02:21,actuallymya,140journos'un sakın kader deme videosu,videonun ilk iki dakikasında gençlerin art arda saydığı problemler bile insanı yaşlandırmaya yetiyor.,video ilk ik dakika genç art ar saydık problem bil insa yaşlandırma yetiyor,1
18.05.2020 02:31,karn evil 9,140journos'un sakın kader deme videosu,"ön yargılarımı yenip izleyeyim, en azından bir bakayım dedim. ilk 4 dakikasında vatandaş problemlerini anlatıyordu, iyi gidiyordu, ilk 4 dakikasından sonra aynen kurduğu cümleyi şuraya yazıyorum: ''1980'den sonraki dibe vuruşta, türkiye'nin çıkışı rahmetli özal'la oldu. askeri darbeden sonra, yeniden bütün vatandaşlarımızı kucaklamaya çalışan, ve temel ilkeleri, değerleri ihya eden, ekonomide de çok başarılı, çok farklı bir politikayla, türkiye'nin önünü açan bir iş yaptı rahmetli özal ve türkiye'ye çağ atlattı. '' dedi ve ben videoyu kapadım. bu cümleden sonra: ''dermişim. '' dediyse ayıp etmiş olurum tabii ki*. turgut özal hakkında herhangi bir şey yazıp, buna karşı argüman olarak cevap vermek bile istemiyorum, bu kafaya değmez. merak eden açar bakar ekşi'de turgut özal başlığı altında. turgut özal'ın en sevdiğim cümlesini koyucam buraya sadece, anayasayı bir kere delmekle bir şey olmaz edit: mümkünse bu başlık ve entry, ali babacan veya 140journos başlığı altına geçirilirse..",ön yargı yenip izle en az bir bak dedi ilk dakika vatandaş problem anlatıyor i gidiyor ilk dakika sonra ayne kurduk cümle şura yazıyor sonraki dip vuruş türki çıkış rahmetli özal ol asker darbe sonra yeni büt vatandaş kucaklama çalışa ve temel ilke değer ihya ne ekonomi dek çok başarıl çok farklı bir politika türki ön aça bir iş yap rahmetli özal ve türki çağ atlat dedi ve ben video kapadı bu cümle sonra demiş dedi ayıp et olur tabii ki turgut özal hakk herhangi bir şey yazıp p karşı argüma olarak cevap vermek bil istemiyor bu kafa değmez merak ne açar bakar ekşi turgut özal başlık alt turgut özal en sevdik cümle koyuç bura sadeç anayasa bir ker delmek bir şey olmaz eşit mümk bu başlık ve entre alt babaca veya 140journos başlık alt geçirilir,0
18.05.2020 02:35,ya feridun abi ya,140journos'un sakın kader deme videosu,film belli,film belli,0
18.05.2020 02:42,olasiornekolusturmaz,140journos'un sakın kader deme videosu,"""tayyip bey; gezi olaylarının başlangıcında gidip o gençlerin ortasına oturup, orada bağdaş kursaydı, 'gençler, ben sizin abinizim. sizin derdiniz ne? ' diye konuşsaydı, türkiye bugün bu noktalara gelmezdi. """,tayyip bey gez olay başlangıç gidip o genç orta oturup ora bağdaş kursa ben siz albinizm siz der ne di konuşsa türki bugu bu nokta gelmez,1
18.05.2020 02:56,yasli ergen,140journos'un sakın kader deme videosu,"""iki sene sonra üç sene sonra ülkeye bir zarar geleceğini görüyorsunuz ama o zarar gerçekleşmeden, toplumumuzun geniş kesimlerinin o bağlantıyı kurması kolay değil. "" gibi çok doğru bir cümle içeren video.",ik se sonra üç se sonra ülke bir zarar gelecek görüyor am o zarar gerçekleşme toplum geniş kesim o bağlantı kurmas kolay değil gip çok doğru bir ç içere videos,2
18.05.2020 03:00,pabloescobaran,140journos'un sakın kader deme videosu,bir kez daha doğru kişiye oyumu vereceğimi göstermiş videodur,bir kez dah doğru kişi oy verecek göster video,2
18.05.2020 03:04,ahaliyi hakir bulan fakir,140journos'un sakın kader deme videosu,en azından yurt dışında eğitim görmüş bir siyasal islamcı. bu adam seçilirse diğerine dönüşmez gibi geliyor bana.,en az yurt dış eğit gör bir siyasal islamcı bu ada seçilir diğer dönüşmez gip geliyor ba,2
18.05.2020 03:14,faze,140journos'un sakın kader deme videosu,"ali babacan'ı eleştirenleri anlamıyorum. bu adam ekonominin başındayken ülke kişi başına düşen milli gelirde en yüksek seviyeyi gördü. güven duyulan bir kişiydi, vizyonu vardı. kendisi ak parti'nin ekmeğini yiyebilirdi ama o risk alarak bir adım öne çıktı.",alt babaca eleştiren anlamıyor bu ada ekonom baş ülke kiş baş düşe milli gelir en yük seviye gör güve duyula bir kiş vizyo var kendis az parti ekmek diyebilir am o risk alarak bir ad ön çık,2
18.05.2020 03:26,kuslardagitti,140journos'un sakın kader deme videosu,“kontrolünü kaybedip hızlanmaya başlarsan... ” sakın kader deme. müthiş bir göndermeyle bitiş yapan video. sanatsal değeri yüksek. bir siyasi parti başkanını böyle bir çalışma içinde görmek bile umut verici. diploması olduğunu da anladık. bence yapıcı eleştirileri hak ediyor bu adam. siyasi gücünü bırakıp bu yolu seçmesi bile başlı başına cesaret örneği iken hala tatmin olmamış bazı insanlar. bu kadar kinli olmayın. başımızdakinden bir farkınız kalmaz.,kontrol kaybedip hızlanma baş sak kader de müthiş bir gönderme bitiş yapa videos sanatsal değer yük bir siyas parti başkan bö bir çalışma iç görmek bil umut veriç diplomas olduk ya anladık be yapıç eleştiri hak ediyor bu ada siyas güç bırakıp bu yol seçmes bil başlı baş cesaret örnek ike hal tatm olmamış baz in bu kadar kinli olmay başımızdak bir fark kalmaz,2
18.05.2020 03:33,kafamda bir ufaklik var,140journos'un sakın kader deme videosu,"""yani"" kelimesini çok fazla kullanan bir kişi gördüm sanki. önümüzdeki günlerde bu fazlalığı atacaktır üstünden.. video güzel olmuş lakin ulaşacağı kitle milyonda bir.",yani kelime çok faz kullana bir kiş gör sanki ön gün bu fazlalık alacak üst videos güzel ol lak ulaşacak kit milyo bir,1
18.05.2020 03:38,diamond skull,140journos'un sakın kader deme videosu,siyasal islam propagandası yer miyiz? tabiki de yeriz köküyle yeriz neler yemedik,siyasal isla propagandas yer mi tabik dek yer kök yer ne yemedi,0
18.05.2020 03:49,heraklitos,140journos'un sakın kader deme videosu,"140journos kendini kanıtlamış bir kanal. ancak bu, videonun pr çalışması olduğu gerçeğini değiştirmez. sabah olsun izleyeceğim, editlenecek bir yanını görürsem editlerim. edit: adamlar güzel bir belgesel yapmış. diğer siyasal görüşlerle çeşitlenmesi dileğiyle başarılar diliyorum.",140journos kendi kanıtlamış bir kanal ancak bu video pr çalışmas olduk gerçek değiştirmez sabah ol izleyecek eşitlenecek bir yan görür edit eşit adam güzel bir belgesel yap diğer siyasal görüş çeşitlenmes dilek başarı diliyor,1
18.05.2020 04:18,leonid brejnev,140journos'un sakın kader deme videosu,türkiye'nin yeni ve olabildiğince çok kesimi kucaklayan bir koalisyona ihtiyacı var bu çukurdan çıkabilmek için. bu koalisyonun içinde bu adamın da önemli bir yeri olacağına inanıyorum. daha çok kutuplaşmanın kimin işine yarayacağı belliyken akıllı birlikler kurmak fazlasıyla pragmatik olacaktır.,türki ye ve olabildik çok kes kucaklaya bir koalisyo ihtiyaç var bu çukur çıkabilmek iç bu koalisyo iç bu ada ya önemli bir yer olacak inanıyor dah çok kutuplaşma k iş yarayacak belli akıllı birlik kurmak fazla pragmatik olacak,2
18.05.2020 04:20,hayatimin en mutlu aniymis bilmiyordum,140journos'un sakın kader deme videosu,"aynen videodaki hanımefendi gibi düşünüyorum. içerdeykende bunları söyleyebilseydiniz keşke, söyleyebildiyseniz bile ki hiç zannetmiyorum, biz de bilseydik. videoda da defalarca belirtildiği üzere 'işler kötüye gidince' bunları konuşuyorsunuz. kusura bakmasınlar ama asla güvenmiyorum ve hiçbir umut beslemiyorum. belki etkilenirim diye izledim ama mümkün değil. çıkrıkçılar yokuşunda dükkanımız vardı vs. diye halka inmeye çalışmışsınız ama olmamış. aile olan kısımlarda hiç samimi gelmedi. edit: videonun tamamını izledim.",ayne video hanımefe gip düşünüyor içer bun söyleyebilse keşke söyleyebildi bil ki hiç zannetmiyor biz dek bilse video ya defa belirtildik üzer kötü gidi bun konuşuyor kusur bakmasın am as güvenmiyor ve hiçbir umut beklemiyor belki etkilenir di izledi am mümk değil çıkrıkçı yokuş dükkan var fs di halka inme çalış am olmamış ai ola kısım hiç sam gelmedi eşit video tamam izledi,0
18.05.2020 04:23,demandsofothers,140journos'un sakın kader deme videosu,"muhalifler izlemesin, oy bölünmesi tehlikesi yaratabilir.",muhalif izle oy bölünmes tehlikes yaratabilir,1
18.05.2020 04:29,arsizatom,140journos'un sakın kader deme videosu,"panzehirimiz hafiza. alternatifsiz siyaset sistemimiz surekli kendini tekrar ediyor ve donup dolasip ayni fikirlere hizmet etmeye zorlaniyor. ustelik bu fikirlere muhalifmis gibi gorunen olusumlar bizi buna yonlendirebiliyor. 140journos da gosterdiki ""gerektigi kadar muhalif, gerektigi kadar tarafim"" diyerek. maalesef alternatifsizlik icerisinde alternnatif sececek yine insanlar. yeri gelecek teror destekcilerinin kucagina atilacak, yeri gelecek kafatascilarin veya yesil sermayenin. bu film her karsilastigimizda sikilmadan izlediklerimizden bir tanesi.",panzehir hafiz alternatifsiz siyaset sistem surekli kendi tekrar ediyor ve donup dolasip ayni fikir hizmet etme zorlanıyor ustelik bu fikir muhalif gip gorune oluşum biz p yonlendirebiliyor 140journos ya gösterdik gerektigi kadar muhalif gerektigi kadar tarafi diyerek maalesef alternatifsizlik iceri alternatif seçecek y in yer gelecek teror destekçi kulagı atilacak yer gelecek kafatasci veya yesil sermaye bu film her karsilastigi sikilma izledik bir tanes,0
18.05.2020 04:30,sikisikinazli,140journos'un sakın kader deme videosu,siyasal islam'ın değirmenine bir damla bile su taşımış adama benden oy çıkmaz. yemezler başka kapıya!,siyasal isla değirmen bir da bil su taşımış ada be oy çıkmaz yemez başka kapı,0
18.05.2020 04:30,i love poland kurwa mac,140journos'un sakın kader deme videosu,"açıkçası beni düşündüren videodur. babacan'ın söylediği şeyler çok güzel şeyler. liyakat, basın özgürlüğü, o, bu, şu. biz ""onlar"" gibi olmayacağız tarzında söylemler. başkaları da böyle şeyler söylemişti. sonunu biliyoruz. kendisini daha önceden de akp'nin içinde bir şeyler yapmaya çalışan birisi olarak görmüştüm, ancak sonuçta kendisi de bir siyasetçi. kendisine sormak istediğim şeyler var. madem durumun kötü olduğunu daha o zamanlar biliyordunuz, niçin bunu dillendirmediniz sakladınız? insanlar krizin teğet geçtiğine inandırıldı. niçin 2019'a kadar partide kaldınız? fırsatı görünce mi aklınıza geldi bu işe girmek? bu düzenin kurulmasına direkt yardım etmemiş olsa dahi, bu düzen kurulurken susan insan da suçludur. benim oyumu istiyorsa, insanlara bunların açıklanması lazım. son olarak, fazladan ses demokraside her zaman güzeldir. ama öncesini tamamen yok saymayacağım ben. yine de takipteyim. başarılar.",açıkças be düşündüre video babaca söyledik şey çok güzel şey liyakat ba özgürlük o bu şu biz on gip olmayacak tarz söylem başka ya bö şey söylemiş son biliyor kendi dah önce dek akp iç bir şey yapma çalışa biris olarak görmüş ancak sonuç kendis dek bir siyasetçi kendi sormak istedik şey var made dur köt olduk dah o zaman biliyor niç p dillendirme sağladı in kriz teğet geçtik inandırıl niç 2019 kadar parti kal fırsat gör ki akl gel bu iş girmek bu düze kurulma direkt yar etmemiş ol dahi bu düze kurulur suna in ya suçlu be oy istiyor insan p açıklanmas laz son olarak fazla ses demokrasi her zama güzel am önce tamame yok sayamayacak ben y dek takip başarı,0
18.05.2020 04:39,soncubukbukucu,140journos'un sakın kader deme videosu,"140journos'un fonlanan yerlerinin eseri video. babacan videoda akp'nin dibini gördüğü neoliberal çukura ilk küreği sallayan kişi olan özal'a methiyeler dizmiş. ""özal bu ülkeyi dipten kurtardı, çok özel bir ekonomi politikası vardı"" lafları edildi tam olarak. babacan akp'dir. akp her ne yaptıysa suçlarına ortaktır. bu saatten sonra da videodaki ""modern"" sarışın ablalara, gençleri dinleyen dinamik siyasetçi pozlarına aldanacak olanlar katıksız gerizekalıdır.",140journos fonlana yer eser videos babaca video akp dip gördük neoliberal çukur ilk kürek sallaya kiş ola özal methiye çiz özal bu ülke dip kurtar çok özel bir ekono politikas var laf edil tam olarak babaca akp akp her ne yaptı suç ortak bu saatte sonra ya video modern sarış abla genç dinleye dinamik siyasetçi poz aldanarak olan katıksız gerizekalı,0
18.05.2020 04:43,tinman,140journos'un sakın kader deme videosu,bizim affedecek kardeşimiz dahi kalmadı. kimse boşuna heveslenmesin!,biz affedecek kardeş dahi kalmadı k boş heveslenme,0
18.05.2020 04:55,tabi lan ne sandin,140journos'un sakın kader deme videosu,"billie eilish şarkısının, ali babacan’ın anıtkabir’de çekilmiş bir videosuna başarılı bir şekilde yedirildiği bir belgesel. hayretler içindeyim.",billie eilish şarkı alt babaca ın anıtkabir dek çekil bir video başarıl bir şekil yedirildik bir belgesel hayret iç,2
18.05.2020 04:56,aldbhb,140journos'un sakın kader deme videosu,"buradaki beyefendinin söylediği söz üzerine çok düşündüm ve üzüldüm. her şeyi ile oturmuş, şahıslardan bağımsız bir şekilde çalışan, düzgün bir sistemin işleyişini devam ettirecek kişiler yerine kurtarıcı beklemek ne acı. ""kurtarıcı bekleyen millet, millet olamamış demektir. ""- mustafa kemal atatürk",bura beyefendi söyledik söz üzer çok düş ve üzül her şe il otur şahıs bağımsız bir şekil çalışa düzgü bir siste işleyiş deva ettirecek kişi yer kurtarıç beklemek ne aç kurtarıç bekleye millet millet olamamış demek mustaf kemal atatürk,1
18.05.2020 05:20,sana noluyo len,140journos'un sakın kader deme videosu,akp'den kurtulmak için ali babacan'dan umut beklemek şunlara benziyor: yağmurdan kaçarken doluya tutulmak veyadenize düşen yılana sarılır,akp kurtulmak iç alt babaca umut beklemek şun benziyor yağmur kaçar dolu tutulmak veyade düşe yıla sarılır,0
18.05.2020 05:33,kavanozdibii,140journos'un sakın kader deme videosu,"""biz korkunç bir hata yaptık ve cumhurbaşkanlığı hükümet sistemine parlamento olarak onay verdik. iş, bir kişinin hayallerinde inşa ettiği bir yönetim biçimine dönüştü. "" cümlesi içinde olduğumuz durumu çok net açıklamış. baskıcı rejimlerde o rejimi yönetenlerin bir ideali oluyor. ideal toplumları, ideal bireyleri... sırf iktidarda olduğu için kendi kafasındaki ideali, baskıyla herkese empoze etmeye uygulatmaya çalışıyorlar. herkesin ideali bir aynı değildir. yıllardır bu baskıcı rejimle başa çıkmaya çalışanlara, toplumun büyük kesimine hitap eden tanıtım videosu olmuş. verilen mesajlar güzel fakat bir dönem aynı yolda yürüdüğü kişilerden çok da farklı olacağını düşünmüyorum.",biz korkunç bir ha yap ve cumhurbaşkanlık hükümet sistem parlamento olarak onay ver iş bir kiş hayal inşa ettik bir yönet biçim dönüş cümles iç olduk dur çok ne açıklamış baskıç rejim o rej yönete bir ideal oluyor ideal toplum ideal birey sırf iktidar olduk iç ke kafas ideal baskı herkes empoz etme uygulatma çalışıyor herke ideal bir aynı değil yıl bu baskıç rej baş çıkma çalışan topl büyük kesim hitap ne tanıt videos ol verile mesaj güzel fakat bir döne aynı yol yürüdük kişi çok ya farklı olacak düşünmüyor,1
18.05.2020 05:40,hacker amca,140journos'un sakın kader deme videosu,"videonun kalitesine edecek tek bir sözüm yok. gerçekten inanılmaz çekim anları, başarılı kurgu söz konusu. söylemler de nispeten güzel. sondaki anıtkabir sahnesi de genele çağrı. gelelim videonun içeriğine, evet ali babacan beyfendi mi beyfendi. dolu bir insan mı yani kendini geliştirmiş bir insan mı evet. üslubu düzgün mü kesinlikle evet. eğitimi odtü mü, evet. hiçbir sözüm yok bunlara. zekasına hiçbir diyemem odtü endüstriyi 4. 0 ile bitirmiş bir insandan bahsediyoruz burada. ancaaaak ayrılık niyeti, düşüncesi, söylemleri hep fetö ile aranın bozulduğu döneme denk geliyor. tesadüf mü? siyasette tesadüf olmaz. ahmet davutoğlu nun el çektirilmesine nasıl da kızgın ki o da cemaatlere yakındır. ya da o zaman ki genç yaşında bu oluşumun içinde yer alıp nasıl kurucu üye oldu? ? ? başa gelse, ilk başta güzel işler yapar ama sonrası mevcut düzen gibi olur. bu insanlar değişmez. ali babacan’ın halası hatice babacan 1967 senesinde ankara üniversitesi dil tarih coğrafya fakültesinde okurken okula türbanla gidip gelmeye başlamış ve bunun öncüsü olmuştur. kimsenin inancına söylemine lafım yok ama yıllarca beslendikleri mağdur edebiyatı böyle başlatıldı. can çıkar huy çıkmaz bunlar da sömürür. gelen mesajlar üzerine edit: türban insanlık hakkı nasıl öyle dersin falan tabi diğerlerine verecek hiçbir cevabı ya da söylemi yok. bakın bu işin türkiye’deki öncülerinden birisi ali babacanın halası. bu tesadüf mü? yapmayın hadi diyelim ki tesadüf. zamanında yasak olan bir şey. neden illa zorladılar planlı bir şekilde? bunun cevabı nerede? camiler mi kaplıydı yıllarca? hacca mı gidilemedi? oruç mu tutuklamadı? hepsi cumhuriyetin ilk yıllarından beri özgürce yapılıyordu. türban diye diretmek daha doğrusu birilerin önderliğinde bunu dile getirip mevzu yapmak bilinçliydi. yasaksa zorlamazsın. adam öldürmek de hem günah hem suç o zaman insani olarak sevmediğim, müslüman olmayan birini öldürelim buna da hak diyelim size göre cihat aynı mantık.",video kalite edecek tek bir söz yok gerçek inanılmaz çek an başarıl kurgu söz konus söylem dek nispe güzel so anıtkabir sahnes dek genel çağrı gelel video içerik evet alt babaca beyfe ki beyfe dol bir in mı yani kendi geliştir bir in mı evet üslup düzgü mü kesinlik evet eğit odtü mü evet hiçbir söz yok bun zeka hiçbir diyeme odtü endüstri il bitir bir insa bahsediyor bura ancaaak ayrılık niyet düşünces söylem hep fetö il ara bozulduk döne denk geliyor tesadüf mü siyaset tesadüf olmaz ahmet davutoğlu o el çektirilme nasıl ya kızgı ki o ya cemaat yak ya ya o zama ki genç yaş bu oluş iç yer alıp nasıl kuruç ü ol baş gel ilk baş güzel iş yapar am sonras mevcut düze gip olur bu in değişmez alt babaca ın halas hatiç babaca 1967 sene ankar üniversites dil tarih coğrafya fakülte okur okul türba gidip gelme başlamış ve bu öncüs ol kimse inanç söylem laf yok am yıl beslendik mağdur edebiyat bö başlatıl can çıkar huy çıkmaz bun ya sömürür gele mesaj üzer eşit türba insanlık hakkı nasıl ö der fala tabi diğer verecek hiçbir cevap ya ya söyle yok bak bu iş türki dek öncü biris alt babaka halas bu tesadüf mü yapmay hadi diyel ki tesadüf zaman yasak ola bir şey ne illa zorladı planlı bir şekil bu cevap nere cami ki kaplı yıl haç mı gidilemedi oruç mu tutuklamas hepsi cumhuriyet ilk yıl ber özgür yapılıyor türba di diretmek dah doğrus bir önderlik p dil getirip mevzu yapmak bilinçli yasak zorlanmaz ada öldürmek dek hem günah hem suç o zama insa olarak sevmedik müslüma olmaya bir öldürel p ya hak diyel siz gör cihat aynı ma,0
18.05.2020 07:46,whostrikesback,140journos'un sakın kader deme videosu,"""gelişmiş ülkelerin yöneticileri 100-200 yıllık binalarda otururlar. "" dedikten sonra çankaya köşküne gönderme yapıyor sayın babacan. tabii alt metni saray eleştirisi. o sarayın yapımına karşı çıksa da yapımına engel olabilecek değildi sayın babacan. bunun sorumluluğunu kendisine atmıyorum. yapım maliyetini geçtim, günlük bilmem kaç milyon lira işletme maliyetinin sorumluluğunu da kendisine yüklemiyorum. yapımını doğru bulmamış ve sessiz kalmak zorunda kalmış olabilir. bunu da yadırgamıyorum. fakat dün yanlış bulduğu şeyi ifade edebilecek iradeyi göstermemiş birisi toplumda karşılık aramasın boşuna. - eğer doğru bildiğin bu ise dün neden sustun? - davaya zarar gelmesin diye sustuysan, ki davutoğlu bunu söylüyor-bu sözler onun için de geçerlidir-, ve ortada bir yanlış görüyorsan inandığın ""dava"" artık aynı ""dava"" değildir. dolayısıyla bu durumda ""dava"" dediğin şeyi iktidara değişmiş olmadın mı sayın babacan? doğru bildiklerinden şaşmayan islamcıya da, komüniste de saygım sonsuz. eğer doğru bildiklerin ile doğru sandıklarının yanında bakanlık yaptıysan neden yanlışı gördüğünde itiraz etmedin? etseydin bugün bunları söylemeye hiç hakkım yoktu. ama hakikati herkes görüyor sayın babacan. o gün susmasaydın bir derdin olduğuna beni inandirabilirdin. sana inanmıyorum sayın babacan. doğru bildiğinden şaşmış birine güvenemem. - durum eğer iktidarı korumaktan ziyade ""benim meselem değildi ondan sustum. yanlış buluyordum ama söyleyemiyordum"" diyorsan. yine karşılığın yok sayın babacan. liderlik böyle bir şey değil. sonradan elde edilebilen bir şey değil. tam o anda, en tumturaklı anda ""ben bunu doğru bulmuyorum, yokum"" derdin, ""helal olsun adama, doğru bildiğinden şaşmıyor, makam mevkiye de kanmıyor, hem de bunu açıkça söyleyecek kadar cesur"" derdik ve bir lider olurdun. ama bir lider değilsin babacan, ne sen, ne de ağabeyin abdullah gül. liderlik böyle bir şey değil. güven ruh gibidir. çıktığı bedene bir daha geri gelmez. lider dediğin kişi de ilk önce güven verir. bu da ilkelerden geçer. ilkeli olmaktan geçer. lider ilkesinden taviz vermek zorunda da kalabilir, özür dilemek durumunda da kalabilir, mahçup da olabilir. mükemmel değil hiç kimse. ama dediğim gibi ""güvenilir olmak"", gerekçeyi zamanında açıklamak, neden taviz verdiğini ilkelerinden taviz vermek zorunda kaldığında açıklamak önemlidir. insanlar aptal değil. anlayabilir durumu. ""güvenirlik"" sarsılmaz bu durumda. - sarayın yapımına o anda karşı olmamış da olabilirsin. o zaman da dersin ki, ""yanlışmış görmemişiz"". biz de ""öngörüsü olmayan bir lideri neden seçelim? kötü kararlar alan bir adama neden güvenelim? "" diye sorarız. şu hali ile bu konuyu açmak amaçsal rasyonel bir söylem. ama seçmen bunu yemez. ne babacan dan, ne davutoğlu'ndan hiçbir şey olmaz. siz itirazsız sükunetinizi korurken tayyip erdoğan hepinizin posasını çıkardı attı köşeye. şimdi oradan eşelemek, belki biraz da kararsız seçmenden almak istiyorsunuz. eğer sağcı seçmeni biraz tanıyorsam siz onlardan hiç oy alamazsınız. kararsız muhalif seçmen verir size oyunu anca. ben tayyip erdoğan olsam sizden hiç rahatsız olmazdım.",geliş ülke yönetici 100-200 yıllık bina oturur dedik sonra çanka köşk gönderme yapıyor say babaca tabii alt metni saray eleştiris o saray yapım karşı çık ya yapım engel olabilecek değil say babaca bu sorumluluk kendi atmıyor yap maliyet geç günlük bilme kaç milyo lira işletme maliyet sorumluluk ya kendi yüklemiyor yapım doğru bulmamış ve sessiz kalmak zor kal olabilir p ya yadırgamıyor fakat dün yanlış bulduk şe ifa edebilecek irade göstermemiş biris topl karşılık aramas boş eğer doğru bildik bu is dün ne sus dava zarar gelme di sustu ki davutoğlu p söylüyor söz o iç dek geçerli ve orta bir yanlış görüyor inandık dav ar aynı dav değil dolayı bu dur dav dedik şe iktidar değiş olmadı mı say babaca doğru bildik şaşmaya islamcı ya komünis dek saygı sonsuz eğer doğru bildik il doğru sandık yan bakanlık yaptı ne yanlış gördük itiraz etmedi etse bugu bun söyleme hiç hakk yok am hakikat herkes görüyor say babaca o gün susmas bir der olduk be inandirabilir sa inanmıyor say babaca doğru bildik şaş bir güveneme dur eğer iktidar korumak ziya be mesele değil on sus yanlış buluyor am söyleyemiyor diyor y karşılık yok say babaca liderlik bö bir şey değil sonra el edilebile bir şey değil tam o an en tumturaklı an ben p doğru bulmuyor yok der helal ol ada doğru bildik şaşmıyor maka mevki dek kalmıyor hem dek p açıkça söyleyecek kadar cesur der ve bir lider olur am bir lider değil babaca ne sen ne dek ağabey abdullah gül liderlik bö bir şey değil güve ruh gip çıktık bede bir dah ger gelmez lider dedik kiş dek ilk ö güve verir bu ya ilke geçer ilkel olmak geçer lider ilke taviz vermek zor ya kalabilir özür dilemek durum ya kalabilir mahçup ya olabilir mükemmel değil hiç k am dedik gip güvenilir olmak gerekçe zaman açıklamak ne taviz verdik ilke taviz vermek zor kaldık açıklamak önemli in aptal değil anlayabilir dur güvenirlik sarsılmaz bu dur saray yapım o an karşı olmamış ya olabilir o zama ya der ki yanlış görmemiş biz dek öngörüs olmaya bir lider ne seçel köt karar ala bir ada ne güvenel di sorar şu hali il bu konu açmak amaçsal rasyonel bir söyle am seçme p yemez ne babaca yan ne davutoğlu hiçbir şey olmaz siz itirazsız sükunet korur tayyip erdoğa hep posa çıkar at köşe ş ora eşelemek belki biraz ya kararsız seçme almak istiyor eğer sağcı seçme biraz tanıyor siz on hiç oy alamaz kararsız muhalif seçme verir siz oy a ben tayyip erdoğa ol siz hiç rahatsız olmaz,0
18.05.2020 08:08,erknoncn,140journos'un sakın kader deme videosu,"pr videosudur. amerikancıların allanıp pullanıp yeni alternatifmiş gibi önümüze konulması operasyonunun bir parçasıdır. kimse babacan'dan muhalif, demokrat lider falan çalışmasın: 'ulan hepiniz oradaydınız'",pr videos amerikal allanıp kullanıp ye alternatif gip ön konulmas operasyon bir parças k babaca muhalif demokrat lider fala çalışma hep ora,0
18.05.2020 08:55,steril agent,140journos'un sakın kader deme videosu,yabancılar akp'yi istiyor ulusalcılık bir hastalık ulusalcılık hastalığına ilaç akp hatırlarsınız akp henüz kurulduğunda daha seçim başarısı yakalamadan ve henüz seçim dile getirilmeden dünya ekonomik forumuna katılmıştı. peki nasıl? rte'nin 2002'de dünya ekonomik forumu'na katılması ya babacan? durumu çok mu farklı? üstteki örneklerin akp=dap anlamına geldiğini göstermekte.,yabancı akp istiyor ulusalcılık bir hastalık ulusalcılık hastalık ilaç akp hatır akp he kurulduk dah seç başarıs yakalama ve he seç dil getirilme dünya ekonomik forum katılmış pek nasıl rte 2002 dünya ekonomik for katılmas ya babaca dur çok mu farklı üst örnek akp=dap anlam geldik göstermek,0
18.05.2020 09:13,guzel nikli adam,140journos'un sakın kader deme videosu,"mevcut iktidarin 13 yil yonetiminde gorev almis, simdilerde ise muhalif oldugunu ispat etmek zorundaymis gibi insanlara göstermeye calisan bir ali babacan roportaji. biz bu filmi daha once izledik, kalsin.",mevcut iktidar yil yonetim gorev almis simdi is muhalif oldugu ispat etmek zor gip insan gösterme calisa bir alt babaca roportaji biz bu filmi dah ö izledik kals,0
18.05.2020 09:27,mariiiposa,140journos'un sakın kader deme videosu,"bir adam bakan başbakan yardımcısı olmuş ülke hala aynıysa, kendi bakanlığı ve milletvekili döneminde muhalif bir yasa teklifi muhalif bir oyu yoksa o partiden ayrılmasının tek bir nedeni vardır koltuk savaşı. istediğim koltuğu vermezseniz ben de oynamam diye ağlamış kendi partisini kurmuş bir adamın yeni nesile hoş gözükme amaçlı olarak yaptırdığı video. bir kişide iş varsa geçen onca yıl siz bunu farkederdiniz arkadaş, şimdi gelip abi çok zeki yea mükemmel geliyor zırvalarını kenara bırakıp kafanızı azıcık geriye çevirin. 140journos bu adamın videosunu çekmek için ne kadar aldı acaba sanıyorum bunu bir sonraki videolarının gösterişinden anlayabileceğiz.",bir ada baka başbaka yardımcıs ol ülke hal aynı ke bakanlık ve milletvekil dönem muhalif bir yas teklif muhalif bir o yok o parti ayrılma tek bir nede var kol savaş istedik koltuk vermez ben dek oynama di ağlamış ke parti kur bir ada ye nesil hoş gözükme amaçlı olarak yaptırdık videos bir kişi iş var geçe o yıl siz p farkeder arkadaş ş gelip abi çok zek ya mükemmel geliyor zırva kenar bırakıp kafa azıcık geri çevir 140journos bu ada video çekmek iç ne kadar al acap sanıyor p bir sonraki video gösteriş anlayabilecek,0
